genres,title
"['Crime', 'Music', 'Romance']",Ruined Heart: Another Love Story Between A Criminal & A Whore
"['Adventure', 'Fantasy']",Dungeons & Dragons: The Book of Vile Darkness
"['Comedy', 'Thriller']",Twelve in a Box
['Thriller'],Cop Car
"['Adventure', 'Drama', 'Family']",The Keeper: The Legend of Omar Khayyam
"['Crime', 'Drama', 'Mystery', 'Thriller']",Lassiter
"['Action', 'Fantasy', 'Mystery']",The Lost Room
['Drama'],Eighteen
"['Drama', 'Romance']",Get Your Stuff
"['Drama', 'Comedy', 'Romance']",10 Attitudes
"['Fantasy', 'Drama', 'Family']",16 Wishes
['Comedy'],29th and Gay
"['Science Fiction', 'Drama', 'Comedy']",Almost Normal
"['Comedy', 'Romance']",Long-Term Relationship
['Drama'],3-Day Weekend
"['Drama', 'Comedy', 'Music', 'Romance']",The Big Gay Musical
"['Comedy', 'Romance']",The Biggest Fan
['Music'],Boy Crazy
"['Comedy', 'Drama', 'Foreign']",Conversations with Mother
"['Thriller', 'Animation', 'Fantasy']",Puella Magi Madoka Magica the Movie Part I: Beginnings
['Comedy'],Pardon My Past
['Documentary'],A LEGO Brickumentary
['Drama'],Houston
"['History', 'Drama']",Pasolini
"['Drama', 'Thriller']","Helga, She Wolf of Spilberg"
"['Drama', 'Romance']",How to Follow Strangers
['Drama'],Taurus
['Science Fiction'],Bermuda Tentacles
['Comedy'],Sir Henry at Rawlinson End
"['Horror', 'Animation', 'Drama']",Midori
"['Comedy', 'Drama']",Always - Sunset on Third Street
"['Action', 'Crime', 'Drama']",Truck Turner
"['Drama', 'History']",Kano
['Documentary'],Beyond Beauty: Taiwan from Above
"['Horror', 'Fantasy', 'Drama', 'Action', 'Science Fiction']",Attack on Titan
"['Animation', 'Action', 'Comedy']",Sailor Moon S the Movie: Hearts in Ice
"['Animation', 'Comedy', 'Drama', 'Romance']",Sailor Moon R: The Movie
"['Animation', 'Action', 'Comedy']",Sailor Moon Super S: The Movie
"['Adventure', 'Drama']",Marco Polo
"['Comedy', 'Drama']",Tangerine
['Fantasy'],Merlin and the War of the Dragons
"['Thriller', 'Science Fiction']",Air
"['Adventure', 'History', 'TV Movie']",Götz von Berlichingen
"['Action', 'Science Fiction']",009-1: The End of the Beginning
"['Fantasy', 'Animation', 'Family']",The Legend of Secret Pass
"['Fantasy', 'Action', 'Thriller', 'Science Fiction']",Witchville
"['Adventure', 'Comedy', 'Horror']",Dead Before Dawn 3D
"['Action', 'Drama', 'Horror', 'Thriller']",Savaged
['Documentary'],Modern Life
"['Drama', 'War']",13 Minutes
['Comedy'],I Kissed a Girl
['Drama'],Dead Europe
"['Thriller', 'Drama', 'Crime', 'Mystery']",Every Secret Thing
"['Science Fiction', 'Horror']",964 Pinocchio
"['Drama', 'Romance', 'Foreign', 'Comedy']","Dagmar's Hot Pants, Inc."
"['Thriller', 'Horror']",Inner Demons
"['Comedy', 'Romance']",Women Who Flirt
"['Comedy', 'Fantasy']",Khottabych
"['Comedy', 'Romance']",Do You See Me?
"['Family', 'Comedy', 'Drama']",Match
['Drama'],Clandestinos
"['Documentary', 'Music']",The Past Is a Grotesque Animal
"['Adventure', 'Family']",Swallows and Amazons
['Comedy'],Boys in Brazil
['Drama'],4 Moons
"['Comedy', 'Foreign']",Fashion Victims
['Drama'],I Am Happiness on Earth
"['Drama', 'Foreign']",The Road To Love
['Comedy'],Summer Nights
['Comedy'],Love in First Class
"['Drama', 'Music', 'Romance']",Ernesto
['Drama'],Mother's Heart
['Drama'],Come Play with Me
['Adventure'],Treasure Guards
"['Drama', 'Comedy']",Joy
"['Thriller', 'Romance']",Blindside
"['Action', 'Thriller']",Vettaiyaadu Vilaiyaadu
"['Mystery', 'Adventure', 'Action', 'Foreign', 'Drama']",Azazel
"['Mystery', 'Adventure', 'Action', 'Drama', 'History']",The Turkish Gambit
"['Drama', 'History']",Iron & Blood: The Legend of Taras Bulba
"['Drama', 'Crime']",The PyraMMMid
['Documentary'],Google Me
"['Animation', 'Comedy', 'Western']",Daisy Town
['Documentary'],Next Goal Wins
['Comedy'],Bad Faith
"['Thriller', 'Mystery', 'Drama', 'Horror']",Amnesiac
['Thriller'],The Climber
['Comedy'],Star Spangled Girl
"['Adventure', 'Comedy', 'Fantasy']",Supersonic Man
"['Music', 'Drama']",Final Accord
['Drama'],Pillars of Society
['Drama'],The Girl from the Marsh Croft
['Drama'],La Habanera
"['War', 'Mystery', 'Thriller']",Cure: The Life of Another
"['Romance', 'Action', 'Fantasy']",Library Wars
"['Fantasy', 'Drama', 'Science Fiction', 'Romance']",Ditto
"['Drama', 'Science Fiction', 'Thriller']",Victor Frankenstein
['Drama'],Rembetiko
['Documentary'],Broadway Musicals: A Jewish Legacy
['Crime'],The Fall of the Essex Boys
['Documentary'],Three Miles North of Molkom
"['Comedy', 'Animation', 'Family']",Animalympics
['Comedy'],The Sensuous Nurse
['Drama'],4 Minute Mile
"['Comedy', 'Family', 'Mystery', 'TV Movie']",Get a Clue
['Comedy'],Questi fantasmi
"['Drama', 'Horror', 'Thriller', 'Crime', 'Foreign']",The Last House on the Beach
"['Adventure', 'Drama', 'Thriller']",Theeb‎‎
"['Drama', 'Documentary']",California City
['Documentary'],Journey to Space
"['Action', 'Drama', 'Romance']",The Widow Couderc
['Drama'],Manjhi The Mountain Man
"['Drama', 'Romance']",Masaan
['Comedy'],Homies
['Comedy'],Uomo e galantuomo
"['Action', 'Adventure', 'Drama', 'Foreign', 'History']",The Divine Weapon
['Comedy'],The Fascist
"['Romance', 'Comedy', 'Drama']",Crazy Desire
['Comedy'],The Black Sheep
['Comedy'],How I Learned to Love Women
"['History', 'Documentary']",Being Evel
"['Drama', 'Foreign', 'Romance']",Sujata
"['Drama', 'War']",The Courageous Heart of Irena Sendler
"['Drama', 'History', 'War']",The One That Got Away
"['Crime', 'Drama', 'TV Movie']",Salem Falls
"['Action', 'Adventure', 'War', 'History']",Sharpe's Challenge
"['Mystery', 'Science Fiction', 'Horror']",Ferat Vampire
"['Comedy', 'Romance']",Go Away Mr. Tumor
['Drama'],FAQs
"['Crime', 'Documentary', 'Thriller']",The Iceman and the Psychiatrist
"['Action', 'Fantasy', 'Science Fiction']",Guardians
"['Action', 'Fantasy', 'Foreign', 'Romance', 'Science Fiction']",Green Snake
['Comedy'],Nuts in May
['Comedy'],The Short & Curlies
"['Action', 'Crime', 'Thriller']",The Terror Live
['Comedy'],The Angrez
"['Comedy', 'Romance']",Alibi Ike
"['Crime', 'Drama']",Ab Tak Chhappan
"['Animation', 'Adventure', 'Fantasy', 'Family']",Arthur 3: The War of the Two Worlds
"['Horror', 'Thriller']",Bloodwork
"['Comedy', 'Music']",Body Slam
['Western'],Cheyenne
['Drama'],Close to My Heart
"['Action', 'Comedy', 'Family']","Get Smart, Again!"
['Drama'],Thumb Tripping
"['Drama', 'Romance']",The Harrad Experiment
"['Crime', 'Thriller']",Corleone
['Horror'],The Last House on Dead End Street
['Drama'],Death of a Doctor
['Drama'],Cry of the Wounded
"['Comedy', 'Family', 'Western']",The Wistful Widow of Wagon Gap
"['Comedy', 'Drama']",Petunia
['Drama'],Pregnancy Pact
"['Horror', 'Thriller']",Dark Corners
"['Horror', 'Thriller']",Animals
['Drama'],Flight Angels
"['Comedy', 'Romance']",Government Girl
"['Comedy', 'Romance']",Having Wonderful Time
"['Music', 'Drama']",Hendrix
"['Romance', 'Comedy']",Her Cardboard Lover
"['Action', 'Adventure', 'Drama']",Hero's Island
"['TV Movie', 'Action', 'Thriller']",Hard Time: Hostage Hotel
['Thriller'],In the Arms of a Killer
"['Comedy', 'Drama']",It's Tough to Be Famous
"['Drama', 'Action', 'Crime']","Rock, Paper, Scissors"
['Drama'],Society Lawyer
"['Crime', 'Drama', 'Thriller']",Street Kings 2: Motor City
"['Action', 'Drama']",Tapped Out
"['Drama', 'War']",The 25th Hour
"['Crime', 'Thriller']",The Marseille Contract
['Comedy'],Jo
"['Comedy', 'Romance']",The Great Garrick
['War'],The Naked and the Dead
['Drama'],The Narrow Corner
"['Thriller', 'Science Fiction', 'Horror']",The Premonition
"['Thriller', 'Horror']",Breaking at the Edge
"['Comedy', 'Romance']",Who's Minding The Mint?
"['Drama', 'Fantasy']",Spiderwebhouse
"['Action', 'Drama', 'Science Fiction', 'Thriller']",Cyber Wars
"['Science Fiction', 'Thriller', 'Horror']",Spoiler
"['Foreign', 'Horror', 'Science Fiction']",Meatball Machine
"['Comedy', 'Horror', 'Thriller']",Chop
"['Action', 'Drama', 'Science Fiction', 'Thriller']",Deathline
"['Animation', 'Science Fiction', 'Horror', 'Action', 'Crime']",Cyber City Oedo 808
"['Drama', 'Action', 'Science Fiction', 'Foreign']","Hard Revenge, Milly: Bloody Battle"
"['Horror', 'Action', 'Thriller', 'Foreign']","Hard Revenge, Milly"
"['Documentary', 'History']",The Battle of Chernobyl
['Thriller'],Water Damage
"['Crime', 'Action', 'Drama']",One Man Force
"['Action', 'Science Fiction', 'Thriller']",Terminal Justice
"['Action', 'Adventure', 'Drama', 'Science Fiction', 'Thriller']",Humanity's End
['Drama'],Time Stands Still
"['Comedy', 'Crime', 'Thriller']",Kill Your Friends
"['Horror', 'Comedy', 'Romance']",Nina Forever
"['Drama', 'Romance', 'Science Fiction']",Equals
['Action'],Invincible Shaolin
"['Action', 'Science Fiction', 'Adventure', 'Fantasy']",Star Trek: Renegades
"['Comedy', 'Horror']",Scouts Guide to the Zombie Apocalypse
['Comedy'],Racquet
['Documentary'],We Come as Friends
['Documentary'],Portrait of Jason
"['Drama', 'History']",Muhammad: The Messenger of God
"['Comedy', 'Drama', 'Mystery']",Sexy Evil Genius
"['Horror', 'Thriller']",Paranormal Activity: Tokyo Night
"['Drama', 'History']",Suffragette
['Drama'],Eskimo
"['Action', 'Thriller']",Joker Game
['Comedy'],Guidance
['Drama'],The 7th Day
['Drama'],Sweet Bean
['Drama'],My Friend Victoria
"['Comedy', 'Drama']",Dégradé
['Drama'],Flowers
['Comedy'],The Marquis
"['Drama', 'Thriller']",Hate Crime
"['Animation', 'Drama']",Clannad: The Motion Picture
"['Documentary', 'War']",Interviews with My Lai Veterans
"['Drama', 'Horror', 'Science Fiction']",Extinction: The G.M.O. Chronicles
['Documentary'],The New Black
['Drama'],Oscenità
['Documentary'],Keep On Keepin’ On
['Documentary'],The 50 Year Argument
"['Thriller', 'Drama']",Peppermint Frappe
"['Drama', 'Thriller', 'Horror']",From a Place of Darkness
['Science Fiction'],In the Dust of the Stars
['Drama'],The High Sun
"['History', 'Action', 'Drama']",Blades of Blood
['Drama'],Young Girls in Black
"['Adventure', 'Animation', 'Family', 'Romance']",The Hunchback of Notre Dame II
"['Action', 'Comedy']",HK: Forbidden Super Hero
['Drama'],Lollipop Monster
"['Thriller', 'Horror']",Starve
"['Science Fiction', 'Family', 'Adventure', 'Comedy']",Moscow-Cassiopeia
"['Action', 'Adventure', 'Fantasy']",Mythica: The Darkspore
"['Action', 'Crime', 'Thriller']",Assassins Tale
['Comedy'],Fort Tilden
"['Comedy', 'Drama']",Some Voices
"['Comedy', 'Animation']",Slimtime
"['Drama', 'Thriller', 'Crime', 'Mystery']",Moss
['Documentary'],The Price of Sex
['Animation'],Lúdas Matyi
['Drama'],As One
['Drama'],Retrieval
"['Crime', 'Drama', 'Thriller']",Gun-shy
"['Action', 'Comedy', 'Crime', 'Thriller']",Veteran
"['Action', 'Adventure', 'Comedy', 'Science Fiction']",Turbo Kid
"['Comedy', 'Family']",Oh How It Hurts 66
"['Drama', 'Thriller', 'Romance']",Wasted on the Young
"['TV Movie', 'Action', 'Adventure', 'Comedy', 'Family']",Dadnapped
"['TV Movie', 'Romance', 'Drama']",Disappearing Acts
['Comedy'],¿Quién mató a Bambi?
"['Documentary', 'Foreign']",Bergman Island
"['Drama', 'Romance']",One Love
['Documentary'],Let There Be Light
"['Drama', 'Thriller']",Paulina
['Documentary'],Report from the Aleutians
['Drama'],The Princess of Nebraska
"['Drama', 'War']",Mademoiselle Fifi
"['Drama', 'Family']",Miracle on Ice
['Comedy'],The Gay Deception
"['Action', 'Drama']",The Glory Stompers
['Fantasy'],The Last Keepers
['Comedy'],The Naked Truth
['Drama'],Bridgend
['Drama'],Zurich
"['Romance', 'Drama', 'Comedy']",You and the Night
"['Crime', 'Drama', 'Family', 'Thriller']",Papanasam
['Comedy'],The Bad Education Movie
"['TV Movie', 'Comedy', 'Family']",Santa Baby
"['TV Movie', 'Drama', 'Comedy']",The Unauthorized Saved by the Bell Story
"['Drama', 'Music', 'Romance']",We Are Your Friends
"['Documentary', 'Music']",Soul Boys of the Western World
"['Adventure', 'Science Fiction']",2033
['Documentary'],Wild Combination: A Portrait of Arthur Russell
"['Drama', 'Action', 'Thriller', 'Crime']",For the Love of Money
"['Comedy', 'Drama', 'Music']",SoulBoy
"['Drama', 'Comedy', 'Foreign']",Hawks
"['Comedy', 'Science Fiction', 'Horror', 'Drama']",Ga-ga: Glory to the Heroes
['Drama'],War Room
['Thriller'],Shield of Straw
"['Drama', 'Comedy']",Return to Ithaca
"['Music', 'Family', 'Animation']",Joseph: King of Dreams
['Comedy'],Screen Directors Playhouse:  Meet the Governor
"['Romance', 'Comedy', 'Drama']",Tom and Jerry
['Documentary'],The Seine Meets Paris
['Documentary'],Hurricane of Fun: The Making of Wet Hot
"['Drama', 'Thriller']",Anesthesia
['Comedy'],The Outcasts
['Drama'],Elephant Song
['Comedy'],Side Street Story
['Comedy'],Addicted to Fresno
"['Drama', 'Mystery', 'Thriller']",Queen of Earth
"['Thriller', 'Action']",Blind Man
"['Comedy', 'Horror']",Deathgasm
['Documentary'],I Am Evel Knievel
['Comedy'],All the Boys Are Called Patrick
['Comedy'],Therapy for a Vampire
['Drama'],Silent Heart
"['Action', 'Comedy', 'Romance']",Mr. & Mrs. Incredible
['Documentary'],Daughter of the Lake
"['Drama', 'History']",Dresden
"['War', 'Drama', 'TV Movie', 'History']",Days of Hope
['Drama'],The Danish Girl
['Documentary'],The Man Whose Mind Exploded
"['Horror', 'Comedy']",Stag Night of the Dead
"['Horror', 'Thriller', 'Science Fiction']",Area 51
['Drama'],Forbidden Area
"['Science Fiction', 'Drama', 'Fantasy']",Prototype
"['Drama', 'Comedy']",Latin Lover
['Western'],Deaf Smith & Johnny Ears
"['Romance', 'Drama']",L♡DK
"['Action', 'Animation']",Street Fighter Alpha - The Movie
"['Action', 'Comedy', 'Horror']",Cooties
"['Action', 'Foreign']",The Kung Fu Instructor
"['Drama', 'Romance', 'Comedy']",Forgotten Tune for the Flute
"['Drama', 'Romance', 'Comedy']",Station for Two
"['Drama', 'Comedy', 'Family']",A Summer to Remember
"['Comedy', 'Drama']",Autumn Marathon
"['Comedy', 'Romance']",The Most Charming and Attractive
"['Drama', 'Romance', 'History']",The Captivating Star of Happiness
"['Adventure', 'Comedy']",12 Chairs
"['Drama', 'Comedy', 'Romance', 'Fantasy']",Ordinary Miracle
['Comedy'],Old Men: Robbers
['Comedy'],Carnival Night
"['Drama', 'Comedy']",Old Hags
"['Comedy', 'Drama']",The Garage
"['Comedy', 'Romance']",A Key to the Bedroom
"['Comedy', 'Adventure']",Unbelievable Adventures of Italians in Russia
"['Comedy', 'Romance']",Girl without an Address
['Comedy'],For the Matches
['Comedy'],It Can't Be!
['Comedy'],Incognito from St.Petersburg
['Comedy'],Sportloto-82
['Documentary'],Running the Sahara
['Documentary'],Steve Jobs: The Man in the Machine
['Horror'],Inkubus
"['Comedy', 'Horror']",Wasting Away
"['Comedy', 'Horror']",Among Friends
['Science Fiction'],Ejecta
"['Comedy', 'Science Fiction']","OMG, I'm a Robot!"
"['Thriller', 'Mystery', 'Drama', 'Crime']",Broken Horses
['Comedy'],WTF
"['Action', 'Comedy']",Burnout
"['Horror', 'Crime', 'Thriller']",Green Room
"['Thriller', 'Mystery', 'Romance']",Last Embrace
"['Drama', 'War']","One-Two, Soldiers Were Going..."
"['Family', 'Fantasy', 'Adventure']",The Adventures of Buratino
['Documentary'],Freeway: Crack in the System
"['Family', 'Comedy']",A Diva's Christmas Carol
"['Comedy', 'Drama']",The Dress
['Drama'],Man Follows Birds
"['Drama', 'War']",Beasts of No Nation
['Documentary'],Earth's Golden Playground
['Documentary'],The Magic of Heineken
['Drama'],Hell and Mr Fudge
['Horror'],Pernicious
['Drama'],Red Knot
"['Drama', 'Comedy']",Dirty Weekend
['Thriller'],The Activist
['Crime'],The Rise of the Krays
"['Horror', 'Comedy']",Dude Bro Party Massacre III
"['Family', 'Action']",Underdog Kids
"['Drama', 'Thriller']",Glass Chin
"['Comedy', 'Drama']",The Lady in the Van
['Documentary'],He Named Me Malala
"['Comedy', 'Horror']",Bloodsucking Bastards
"['Horror', 'Science Fiction']",KillerSaurus
"['Fantasy', 'Adventure', 'Animation', 'Family']",Hamtaro: The Captive Princess
"['Science Fiction', 'Family', 'Animation']",Hot Wheels Acceleracers: Ignition
['Animation'],Pokémon the Movie: Kyurem vs. the Sword of Justice
"['Adventure', 'Animation', 'Family']",Pokémon: Zoroark: Master of Illusions
"['Drama', 'Romance']",...ing
"['Adventure', 'Documentary']",Meru
"['Romance', 'Drama']",6 Years
['Drama'],To Save A Life
"['Thriller', 'Horror', 'Mystery']",Pod
"['Drama', 'Horror', 'Thriller']",Contracted: Phase II
"['Comedy', 'Romance']",A Little Thing Called Love
['Horror'],Lost After Dark
"['Horror', 'Mystery']",For Elise
"['Mystery', 'Thriller', 'Horror']",White Settlers
['Drama'],Xenia
['Animation'],Pokémon the Movie: Diancie and the Cocoon of Destruction
"['Adventure', 'Animation', 'Action']",Pokémon the Movie: Hoopa and the Clash of Ages
"['Comedy', 'Foreign']",Felicidades
"['Family', 'Fantasy', 'Science Fiction', 'TV Movie']",Snowglobe
['Horror'],Varsity Blood
['Horror'],Doomed
"['Comedy', 'Fantasy', 'Romance', 'TV Movie']",Mrs. Miracle
"['Science Fiction', 'Comedy', 'Horror']",A Little Bit Zombie
"['Comedy', 'TV Movie']",Santa Baby 2
"['Horror', 'Comedy']",The Coed and the Zombie Stoner
"['Drama', 'War', 'Romance']",The Midwife
"['Foreign', 'Drama', 'Romance']",Lasting
"['Comedy', 'Family']",Saving Christmas
"['Mystery', 'Crime', 'Drama']",The Possessed
"['Action', 'Drama', 'Romance', 'Western']",Pride and Vengeance
"['Thriller', 'Crime', 'Drama']","Young, Violent, Dangerous"
['Western'],"10,000 Dollars for a Massacre"
"['Action', 'Drama', 'Western']",Johnny Yuma
['Comedy'],La sedia della felicità
"['Thriller', 'Romance']",Zid
"['Thriller', 'Action', 'Crime']",The Transporter Refueled
['History'],Redemption
['Drama'],Artists Under the Big Top: Perplexed
['Documentary'],The Inextinguishable Fire
['Drama'],Adrienn Pál
['Crime'],The Left Hand of the Law
['Comedy'],Too Much Johnson
"['Crime', 'Thriller']",The Key to Reserva (La clave Reserva)
"['Action', 'Adventure', 'Animation']",Iron Man & Hulk: Heroes United
['Comedy'],La Vérité si je Mens ! 3
['Comedy'],Would I Lie to You? 2
['Drama'],Tiger Orange
"['Comedy', 'Drama']",Jenny's Wedding
"['Thriller', 'Horror']",Bound to Vengeance
"['Drama', 'Thriller']",Knock Knock
"['Romance', 'Crime', 'Thriller']",Perfect Proposal
"['Thriller', 'Drama']",The Surface
"['Documentary', 'Drama', 'History']",The Conquest of Everest
"['Horror', 'Documentary']",The Nightmare
"['Thriller', 'Crime', 'Documentary']",Welcome to Leith
"['Crime', 'Drama']",In the Darkness of the Night
['Horror'],Blood Thirst
['Horror'],Krampus: The Christmas Devil
"['TV Movie', 'Crime', 'Drama', 'History']",Unabomber: The True Story
"['Action', 'Animation', 'Science Fiction', 'Thriller']",Parasite Dolls
['Drama'],"Rabbit, Run"
['Drama'],Age of Cannibals
"['Drama', 'Western']","Aballay, the Man without Fear"
"['Drama', 'Thriller']",Man Down
['Documentary'],The Blue Planet
['Documentary'],Banksy Does New York
"['Crime', 'Drama']",Convict's Code
['Drama'],Dreaming of Space
"['Romance', 'Drama']","Something, Anything"
"['History', 'War']",Hitler
"['Documentary', 'Drama', 'War']",The Negro Soldier
"['TV Movie', 'Fantasy', 'Comedy', 'Romance', 'Family']",Christmas Cupid
"['Action', 'Comedy', 'Horror']",Vamp U
"['Horror', 'Fantasy']",Unlucky Charms
"['Adventure', 'Comedy', 'Family', 'Fantasy', 'TV Movie']",Return to Halloweentown
"['Action', 'Thriller', 'Crime', 'Mystery']",The Payoff
"['Family', 'Drama']",Wish You Well
['Drama'],All That I Am
"['Thriller', 'Action', 'Crime']",Sukeban Deka The Movie
['Thriller'],Not My Life
"['Family', 'Drama']",Flash
"['Comedy', 'War']","What Next, Corporal Hargrove?"
['Drama'],Wolfy
['Drama'],Silenced
['Horror'],Small Town Folk
"['Family', 'TV Movie', 'Comedy']",Snow 2: Brain Freeze
"['Action', 'Horror', 'Thriller']",Devil's Den
"['Drama', 'Crime', 'Thriller', 'Romance', 'Mystery']",Female on the Beach
"['Comedy', 'Horror']",The Pumpkin Karver
"['Comedy', 'Horror']",Cornered!
"['Comedy', 'Horror']",Killer Party
"['Horror', 'Comedy']",Jersey Shore Massacre
"['Comedy', 'Horror', 'Adventure']",Rise of the Animals
"['Drama', 'Family', 'Fantasy', 'TV Movie']",Twitches Too
"['Drama', 'Horror', 'Thriller']",The House of Usher
"['Fantasy', 'Romance']",The Beauty Inside
['Documentary'],Pourquoi Israël
['Comedy'],Daddy or Mommy
"['Comedy', 'Drama']",Demolition
"['Drama', 'Thriller', 'Science Fiction']",Listening
"['Action', 'Thriller']",12 Rounds 3: Lockdown
"['Horror', 'Thriller']",Beyond Darkness
"['Thriller', 'Horror']",Eden Lodge
['Documentary'],Our Man in Tehran
['Horror'],Robert the Doll
['Comedy'],Frau Müller muss weg!
['Drama'],Romeos
['Drama'],Gun Hill Road
['Thriller'],American Poltergeist
['Horror'],The Cutting Room
['Horror'],Asylum of Satan
['Horror'],Three on a Meathook
"['Action', 'Crime']",The Zebra Killer
['Documentary'],Listen to Me Marlon
['Drama'],Crab Trap
"['Mystery', 'Foreign']",Naked You Die
"['Fantasy', 'Horror', 'Mystery']",Maléfique
['Comedy'],Stars 80
"['Adventure', 'History', 'Romance']",Beaumarchais the Scoundrel
['Science Fiction'],The Snow Devils
"['Action', 'Thriller']",Lightning Bolt
['Horror'],The Long Hair of Death
"['Action', 'Adventure', 'Fantasy']",Devil of the Desert Against the Son of Hercules
"['Science Fiction', 'Thriller']",Battle of the Worlds
['Science Fiction'],Assignment: Outer Space
"['Crime', 'Comedy']",Virtual Weapon
"['Action', 'War']",Commando Leopard
"['Crime', 'Adventure', 'Action', 'War']",The Hunters of the Golden Cobra
"['Horror', 'Thriller']",Invasion of the Flesh Hunters
"['Adventure', 'Horror']",Killer Fish
"['Crime', 'Thriller', 'Action']",Death Rage
"['Crime', 'Horror', 'Mystery', 'Thriller']",Seven Dead in the Cat's Eye
"['Thriller', 'Mystery', 'Western', 'Action']",And God Said to Cain
['Documentary'],Pelican Dreams
"['Animation', 'Romance']",Hal
['Documentary'],Snowden’s Great Escape
"['Drama', 'Comedy']",Fool Circle
['Drama'],Magallanes
"['Drama', 'Western']",The Keeping Room
"['Thriller', 'Horror']",Cigarette Burns
['Comedy'],We Are the Freaks
"['Comedy', 'Drama']",Our Brand Is Crisis
"['Horror', 'Science Fiction', 'Action', 'Fantasy', 'Drama']",Attack on Titan II: End of the World
"['Thriller', 'Drama']",Big Sky
['Drama'],L'odore della notte
"['Action', 'Crime', 'Drama']",Agneepath
"['Action', 'Drama', 'History']",The Assassin
"['Drama', 'TV Movie']",The Gamechangers
"['Drama', 'Horror']",White Cannibal Queen
"['Adventure', 'Fantasy', 'Horror']",Hercules in the Haunted World
['Drama'],High-Rise
['Comedy'],The Night Before
"['Drama', 'Science Fiction']",Into the Forest
['Drama'],Time Out of Mind
"['Drama', 'Romance']",Winter Meeting
['Comedy'],The Princess of France
"['Science Fiction', 'Drama', 'Mystery']",First Spaceship on Venus
"['Mystery', 'Horror', 'Comedy']",The Editor
['Drama'],On Broadway
"['Mystery', 'Animation', 'Fantasy']",Puella Magi Madoka Magica the Movie Part III: Rebellion
"['Thriller', 'Animation', 'Fantasy']",Puella Magi Madoka Magica the Movie Part II: Eternal
"['Thriller', 'Action', 'Crime']",Sukeban Deka the Movie 2: Counter-Attack from the Kazama Sisters
"['Comedy', 'Fantasy']",The Brand New Testament
['Drama'],You Carry Me
"['Crime', 'Comedy']",Mean Frank and Crazy Tony
['Thriller'],Red Amnesia
"['Action', 'Science Fiction']",City Beneath the Sea
"['Action', 'Comedy', 'Romance']",Kebab Connection
['Drama'],Buddenbrooks
"['Music', 'Drama', 'Romance']",Keine Lieder über Liebe
['Drama'],Hilde
"['Action', 'Comedy', 'Fantasy']",Monster Hunt
"['Thriller', 'Action', 'Crime']",Wild City
"['Drama', 'Thriller', 'History']",Spotlight
"['War', 'Drama', 'Thriller']",Son of Saul
['Thriller'],Burden of Evil
"['Thriller', 'Drama']",Pawn Sacrifice
"['Action', 'Adventure', 'Science Fiction']",Hardcore Henry
['Horror'],Mega Snake
"['Animation', 'Adventure']",Hunter × Hunter: Phantom Rouge
['Documentary'],"Remake, Remix, Rip-Off: About Copy Culture & Turkish Pop Cinema"
"['Adventure', 'Animation', 'Action']",Hunter × Hunter: The Last Mission
"['War', 'Drama']",08/15
"['Romance', 'Comedy']",Hanna's Journey
['Romance'],Bon appétit
"['Comedy', 'Crime']","Killing Is My Business, Honey"
"['Comedy', 'Horror']",Call Girl of Cthulhu
['Music'],Roger Waters: The Wall
['Drama'],Burnt
"['Drama', 'History']",Queen of the Desert
"['Thriller', 'Horror']",Visions
"['Thriller', 'Drama']",Nobody from Nowhere
"['Comedy', 'Action', 'Drama', 'History', 'War']",Heneral Luna
"['Comedy', 'Action']",Ryuzo and the Seven Henchmen
"['Action', 'Comedy', 'Foreign']",The Saint of Gamblers
"['Action', 'Crime', 'Thriller']",Der Clown - Tag der Vergeltung
['Comedy'],If I Were a Rich Man
['Thriller'],Fair Play
"['Comedy', 'Crime', 'Drama']",A Stranger of Mine
"['Animation', 'Drama', 'History']",Miss Hokusai
"['Comedy', 'Documentary']",Being Canadian
"['Drama', 'Foreign']",Dor
"['TV Movie', 'Comedy', 'Family']",Life Is Ruff
"['TV Movie', 'Comedy', 'Family', 'Romance']",Cow Belles
"['Family', 'Comedy', 'Drama']",Genius
['Comedy'],Teen Lust
"['Science Fiction', 'Horror']",Scanner Cop
"['Adventure', 'Drama', 'Western']",The Timber
"['Horror', 'Comedy']",The Willies
['Horror'],Evil Things
"['Horror', 'Thriller']",Last Shift
"['Adventure', 'Fantasy']",The Immortal Voyage of Captain Drake
['Comedy'],Fuck You Goethe 2
"['Horror', 'Thriller']",Pay the Ghost
['Thriller'],A Million
['Comedy'],A Song of Lisbon
['Thriller'],Catch Me Daddy
['Drama'],The Furthest End Awaits
"['Comedy', 'Drama']",Flying Colors
"['Western', 'Action']","Davy Crockett, Indian Scout"
"['Animation', 'Comedy', 'Family', 'Fantasy']",The Brave Little Toaster to the Rescue
['Animation'],Macropolis
"['Action', 'Comedy']",The Legend of Seven Cutter
"['Drama', 'Foreign', 'Romance']",Angry Harvest
"['Foreign', 'Romance', 'Drama']",Naked Under the Moon
"['Crime', 'Mystery']",A Date with the Falcon
"['Crime', 'Mystery', 'Thriller', 'Horror']",Acolytes
"['Comedy', 'Romance', 'Foreign']",Any And Every Which Way
"['Action', 'Thriller', 'Crime']",Varg Veum - Black Sheep
['Drama'],Seashore
"['Drama', 'Romance']",Lootera
"['Romance', 'Drama']",Consolation Marriage
"['Crime', 'Drama', 'Thriller']",Dear Mr. Gacy
['Action'],Death Machines
['Comedy'],Drunk Wedding
"['Thriller', 'Horror']",Ghoul
